query_id,category,platform,query,sort_order,result_page,reported_total,actually_obtained,unique_after_dedupe,deep_read_count,access_time_utc,access_time_singapore,status,evidence_path,notes
Q_KDISC_KEY_14,kaggle_discussion,Kaggle,runtime,Kaggle discussion relevance,1,UNKNOWN,5,5,3,2026-09-03T08:32:20.875Z,2026-09-03T16:32:20.875000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1727 sha256=b0eb7a77a22a28f1315fa3e8b18862c16ce511e995f59e485c3ab6e4a93c162e
Q_KDISC_KEY_15,kaggle_discussion,Kaggle,memory,Kaggle discussion relevance,1,UNKNOWN,4,4,3,2026-09-03T08:32:32.693Z,2026-09-03T16:32:32.693000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1435 sha256=bbdeb7fc41d8a2498bcd760cf3e9c09a64c907afaa09b4e2624e486594477dac
Q_KDISC_KEY_16,kaggle_discussion,Kaggle,Zarr,Kaggle discussion relevance,1,UNKNOWN,11,11,6,2026-09-03T08:32:33.751Z,2026-09-03T16:32:33.751000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=3130 sha256=7583c1bfcb72df8488db9c2586f314ea1b930fb3477c6b2b9dcc3de6a4894ea1
Q_KDISC_KEY_17,kaggle_discussion,Kaggle,GEFF,Kaggle discussion relevance,1,UNKNOWN,8,8,5,2026-09-03T08:32:34.699Z,2026-09-03T16:32:34.699000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=2511 sha256=9f3e63b16b57b68ffbde62a149359e7c7b7384c743122843c410b1a92f4e7f08
Q_KDISC_KEY_18,kaggle_discussion,Kaggle,validation,Kaggle discussion relevance,1,UNKNOWN,10,10,3,2026-09-03T08:32:35.650Z,2026-09-03T16:32:35.650000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=2747 sha256=8fd56581261f8b3f8c3eb516c400142dd57c1bbe8657d14229ddc1f88ef010a6
Q_KDISC_KEY_19,kaggle_discussion,Kaggle,CV/LB correlation,Kaggle discussion relevance,1,UNKNOWN,3,3,3,2026-09-03T08:32:36.614Z,2026-09-03T16:32:36.614000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1428 sha256=248fb19d165961bc96101b55c2b9c88cfaca842d3afef4cad6a2959c6283b5c3
Q_KDISC_KEY_20,kaggle_discussion,Kaggle,train/test distribution,Kaggle discussion relevance,1,UNKNOWN,3,3,3,2026-09-03T08:32:37.610Z,2026-09-03T16:32:37.610000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1428 sha256=248fb19d165961bc96101b55c2b9c88cfaca842d3afef4cad6a2959c6283b5c3
Q_KDISC_KEY_21,kaggle_discussion,Kaggle,submission error,Kaggle discussion relevance,1,UNKNOWN,6,6,4,2026-09-03T08:32:38.612Z,2026-09-03T16:32:38.612000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1975 sha256=8ac2034345b14b52641457da0920b5e4359629a5102b29de3331f7f323446a10
Q_KDISC_KEY_22,kaggle_discussion,Kaggle,package installation,Kaggle discussion relevance,1,UNKNOWN,4,4,3,2026-09-03T08:32:39.619Z,2026-09-03T16:32:39.619000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1550 sha256=244b2dc511b6ea721f43bf2ee8f38148f6b92cf08d4ce232499c832801ff61a8
Q_KDISC_KEY_23,kaggle_discussion,Kaggle,internet-offline,Kaggle discussion relevance,1,UNKNOWN,4,4,3,2026-09-03T08:32:40.623Z,2026-09-03T16:32:40.623000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1564 sha256=4b80bc48c19fbabbe6a9975d9266591cd3eda7ff0685de24c66a40d9de201dde
Q_KDISC_KEY_24,kaggle_discussion,Kaggle,baseline,Kaggle discussion relevance,1,UNKNOWN,10,10,3,2026-09-03T08:32:41.660Z,2026-09-03T16:32:41.660000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=2927 sha256=d75eb83a472ebc190cedc3c23bb9ef2853b2aa7da6b733568929995188a00cc9
Q_KDISC_KEY_25,kaggle_discussion,Kaggle,public notebook,Kaggle discussion relevance,1,UNKNOWN,8,8,4,2026-09-03T08:32:42.655Z,2026-09-03T16:32:42.655000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=2282 sha256=c3a08f28b4820f9b5d490a0c7062e9596a5deb9f85444e87a5f6c3272f8e16fe
Q_KDISC_KEY_26,kaggle_discussion,Kaggle,leakage,Kaggle discussion relevance,1,UNKNOWN,3,3,3,2026-09-03T08:32:43.645Z,2026-09-03T16:32:43.645000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1428 sha256=248fb19d165961bc96101b55c2b9c88cfaca842d3afef4cad6a2959c6283b5c3
Q_KDISC_KEY_27,kaggle_discussion,Kaggle,team merger,Kaggle discussion relevance,1,UNKNOWN,3,3,3,2026-09-03T08:32:44.649Z,2026-09-03T16:32:44.649000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1428 sha256=248fb19d165961bc96101b55c2b9c88cfaca842d3afef4cad6a2959c6283b5c3
Q_KDISC_KEY_28,kaggle_discussion,Kaggle,final submission,Kaggle discussion relevance,1,UNKNOWN,3,3,3,2026-09-03T08:32:46.030Z,2026-09-03T16:32:46.030000+08:00,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Rendered search bytes=1334 sha256=43d1a44bcfc7ef5c865093ca5a81ad64078acc1e21e88fd62b53d954b2ebf04e
