stem,change,source_id,target_id,attribution
44b6_12dfb391,removed,11180,50901,UNKNOWN
44b6_12dfb391,removed,11271,11719,UNKNOWN
44b6_12dfb391,removed,12190,50817,UNKNOWN
44b6_12dfb391,removed,12538,50881,UNKNOWN
44b6_12dfb391,removed,13305,50819,UNKNOWN
44b6_12dfb391,removed,13511,50917,UNKNOWN
44b6_12dfb391,removed,13979,50893,UNKNOWN
44b6_12dfb391,removed,14078,14531,UNKNOWN
44b6_12dfb391,removed,14455,50821,UNKNOWN
44b6_12dfb391,removed,14531,15012,UNKNOWN
44b6_12dfb391,removed,14866,50845,UNKNOWN
44b6_12dfb391,removed,15067,15526,UNKNOWN
44b6_12dfb391,removed,15386,15874,UNKNOWN
44b6_12dfb391,removed,15682,50941,UNKNOWN
44b6_12dfb391,removed,15874,16384,UNKNOWN
44b6_12dfb391,removed,16232,16746,UNKNOWN
44b6_12dfb391,removed,16369,50871,UNKNOWN
44b6_12dfb391,removed,16384,16896,UNKNOWN
44b6_12dfb391,removed,16746,17268,UNKNOWN
44b6_12dfb391,removed,17043,50931,UNKNOWN
44b6_12dfb391,removed,17110,17602,UNKNOWN
44b6_12dfb391,removed,17794,50933,UNKNOWN
44b6_12dfb391,removed,18258,50863,UNKNOWN
44b6_12dfb391,removed,19191,50951,UNKNOWN
44b6_12dfb391,removed,19615,50851,UNKNOWN
44b6_12dfb391,removed,20598,21117,UNKNOWN
44b6_12dfb391,removed,20686,50865,UNKNOWN
44b6_12dfb391,removed,20890,50853,UNKNOWN
44b6_12dfb391,removed,21791,50887,UNKNOWN
44b6_12dfb391,removed,21963,50937,UNKNOWN
44b6_12dfb391,removed,22033,22554,UNKNOWN
44b6_12dfb391,removed,22517,50889,UNKNOWN
44b6_12dfb391,removed,22877,50891,UNKNOWN
44b6_12dfb391,removed,24662,50913,UNKNOWN
44b6_12dfb391,removed,25075,25513,UNKNOWN
44b6_12dfb391,removed,25077,25572,UNKNOWN
44b6_12dfb391,removed,25589,50927,UNKNOWN
44b6_12dfb391,removed,25884,50855,UNKNOWN
44b6_12dfb391,removed,27067,50877,UNKNOWN
44b6_12dfb391,removed,27414,50831,UNKNOWN
44b6_12dfb391,removed,28288,50895,UNKNOWN
44b6_12dfb391,removed,28573,50823,UNKNOWN
44b6_12dfb391,removed,28841,29383,UNKNOWN
44b6_12dfb391,removed,29758,50945,UNKNOWN
44b6_12dfb391,removed,30218,50873,UNKNOWN
44b6_12dfb391,removed,30537,50935,UNKNOWN
44b6_12dfb391,removed,30963,31438,UNKNOWN
44b6_12dfb391,removed,31008,50833,UNKNOWN
44b6_12dfb391,removed,32874,33439,UNKNOWN
44b6_12dfb391,removed,32944,50883,UNKNOWN
44b6_12dfb391,removed,33365,50857,UNKNOWN
44b6_12dfb391,removed,33685,34235,UNKNOWN
44b6_12dfb391,removed,34235,34786,UNKNOWN
44b6_12dfb391,removed,34526,35048,UNKNOWN
44b6_12dfb391,removed,34684,50939,UNKNOWN
44b6_12dfb391,removed,34786,35348,UNKNOWN
44b6_12dfb391,removed,34844,50835,UNKNOWN
44b6_12dfb391,removed,35048,35612,UNKNOWN
44b6_12dfb391,removed,35148,35678,UNKNOWN
44b6_12dfb391,removed,35348,50953,UNKNOWN
44b6_12dfb391,removed,35386,35903,UNKNOWN
44b6_12dfb391,removed,35427,35948,UNKNOWN
44b6_12dfb391,removed,35612,36146,UNKNOWN
44b6_12dfb391,removed,35824,50919,UNKNOWN
44b6_12dfb391,removed,36146,36718,UNKNOWN
44b6_12dfb391,removed,36596,37196,UNKNOWN
44b6_12dfb391,removed,36864,37464,UNKNOWN
44b6_12dfb391,removed,36889,37491,UNKNOWN
44b6_12dfb391,removed,37240,50859,UNKNOWN
44b6_12dfb391,removed,37354,37922,UNKNOWN
44b6_12dfb391,removed,37448,38034,UNKNOWN
44b6_12dfb391,removed,37680,50911,UNKNOWN
44b6_12dfb391,removed,38219,38847,UNKNOWN
44b6_12dfb391,removed,38277,38937,UNKNOWN
44b6_12dfb391,removed,38397,39008,UNKNOWN
44b6_12dfb391,removed,38408,39050,UNKNOWN
44b6_12dfb391,removed,38447,38990,UNKNOWN
44b6_12dfb391,removed,38632,50949,UNKNOWN
44b6_12dfb391,removed,38949,50885,UNKNOWN
44b6_12dfb391,removed,39771,50875,UNKNOWN
44b6_12dfb391,removed,40046,40545,UNKNOWN
44b6_12dfb391,removed,40053,50947,UNKNOWN
44b6_12dfb391,removed,40473,50825,UNKNOWN
44b6_12dfb391,removed,41865,50879,UNKNOWN
44b6_12dfb391,removed,42114,50861,UNKNOWN
44b6_12dfb391,removed,42953,50915,UNKNOWN
44b6_12dfb391,removed,42956,43506,UNKNOWN
44b6_12dfb391,removed,43324,43876,UNKNOWN
44b6_12dfb391,removed,43346,50909,UNKNOWN
44b6_12dfb391,removed,43356,43884,UNKNOWN
44b6_12dfb391,removed,43373,43900,UNKNOWN
44b6_12dfb391,removed,43524,44040,UNKNOWN
44b6_12dfb391,removed,43806,44351,UNKNOWN
44b6_12dfb391,removed,43815,50837,UNKNOWN
44b6_12dfb391,removed,43876,44456,UNKNOWN
44b6_12dfb391,removed,44139,44755,UNKNOWN
44b6_12dfb391,removed,44201,50839,UNKNOWN
44b6_12dfb391,removed,44456,45037,UNKNOWN
44b6_12dfb391,removed,44943,45548,UNKNOWN
44b6_12dfb391,removed,44959,50921,UNKNOWN
44b6_12dfb391,removed,45037,45655,UNKNOWN
44b6_12dfb391,removed,45224,45776,UNKNOWN
44b6_12dfb391,removed,45309,50792,UNKNOWN
44b6_12dfb391,removed,45338,50793,UNKNOWN
44b6_12dfb391,removed,45357,50794,UNKNOWN
44b6_12dfb391,removed,45371,50795,UNKNOWN
44b6_12dfb391,removed,45431,50796,UNKNOWN
44b6_12dfb391,removed,45556,50797,UNKNOWN
44b6_12dfb391,removed,45588,50798,UNKNOWN
44b6_12dfb391,removed,45836,50841,UNKNOWN
44b6_12dfb391,removed,46154,50799,UNKNOWN
44b6_12dfb391,removed,46332,50800,UNKNOWN
44b6_12dfb391,removed,46388,50801,UNKNOWN
44b6_12dfb391,removed,46392,50802,UNKNOWN
44b6_12dfb391,removed,46450,50897,UNKNOWN
44b6_12dfb391,removed,46499,50804,UNKNOWN
44b6_12dfb391,removed,46575,50805,UNKNOWN
44b6_12dfb391,removed,46596,50843,UNKNOWN
44b6_12dfb391,removed,46753,50806,UNKNOWN
44b6_12dfb391,removed,46833,50807,UNKNOWN
44b6_12dfb391,removed,47300,50808,UNKNOWN
44b6_12dfb391,removed,47310,50809,UNKNOWN
44b6_12dfb391,removed,47439,50810,UNKNOWN
44b6_12dfb391,removed,47507,50811,UNKNOWN
44b6_12dfb391,removed,47524,50812,UNKNOWN
44b6_12dfb391,removed,47529,48103,UNKNOWN
44b6_12dfb391,removed,50301,4292,UNKNOWN
44b6_12dfb391,removed,50365,11196,UNKNOWN
44b6_12dfb391,removed,50367,11445,UNKNOWN
44b6_12dfb391,removed,50629,35694,UNKNOWN
44b6_12dfb391,removed,50752,43924,UNKNOWN
44b6_12dfb391,removed,50777,45551,UNKNOWN
44b6_12dfb391,removed,50792,46424,UNKNOWN
44b6_12dfb391,removed,50793,46452,UNKNOWN
44b6_12dfb391,removed,50794,46463,UNKNOWN
44b6_12dfb391,removed,50795,46476,UNKNOWN
44b6_12dfb391,removed,50796,46541,UNKNOWN
44b6_12dfb391,removed,50797,46686,UNKNOWN
44b6_12dfb391,removed,50798,46699,UNKNOWN
44b6_12dfb391,removed,50799,47256,UNKNOWN
44b6_12dfb391,removed,50800,47452,UNKNOWN
44b6_12dfb391,removed,50801,47492,UNKNOWN
44b6_12dfb391,removed,50802,47516,UNKNOWN
44b6_12dfb391,removed,50804,47635,UNKNOWN
44b6_12dfb391,removed,50805,47710,UNKNOWN
44b6_12dfb391,removed,50806,47914,UNKNOWN
44b6_12dfb391,removed,50807,47978,UNKNOWN
44b6_12dfb391,removed,50808,48436,UNKNOWN
44b6_12dfb391,removed,50809,48422,UNKNOWN
44b6_12dfb391,removed,50810,48475,UNKNOWN
44b6_12dfb391,removed,50811,48606,UNKNOWN
44b6_12dfb391,removed,50812,48623,UNKNOWN
44b6_12dfb391,removed,50813,50814,UNKNOWN
44b6_12dfb391,removed,50814,3004,UNKNOWN
44b6_12dfb391,removed,50815,50816,UNKNOWN
44b6_12dfb391,removed,50816,10765,UNKNOWN
44b6_12dfb391,removed,50817,50818,UNKNOWN
44b6_12dfb391,removed,50818,13617,UNKNOWN
44b6_12dfb391,removed,50819,50820,UNKNOWN
44b6_12dfb391,removed,50820,14695,UNKNOWN
44b6_12dfb391,removed,50821,50822,UNKNOWN
44b6_12dfb391,removed,50822,15882,UNKNOWN
44b6_12dfb391,removed,50823,50824,UNKNOWN
44b6_12dfb391,removed,50824,30089,UNKNOWN
44b6_12dfb391,removed,50825,50826,UNKNOWN
44b6_12dfb391,removed,50826,42117,UNKNOWN
44b6_12dfb391,removed,50827,50828,UNKNOWN
44b6_12dfb391,removed,50828,7236,UNKNOWN
44b6_12dfb391,removed,50829,50830,UNKNOWN
44b6_12dfb391,removed,50830,10257,UNKNOWN
44b6_12dfb391,removed,50831,50832,UNKNOWN
44b6_12dfb391,removed,50832,28947,UNKNOWN
44b6_12dfb391,removed,50833,50834,UNKNOWN
44b6_12dfb391,removed,50834,32509,UNKNOWN
44b6_12dfb391,removed,50835,50836,UNKNOWN
44b6_12dfb391,removed,50836,36468,UNKNOWN
44b6_12dfb391,removed,50837,50838,UNKNOWN
44b6_12dfb391,removed,50838,45579,UNKNOWN
44b6_12dfb391,removed,50839,50840,UNKNOWN
44b6_12dfb391,removed,50840,45972,UNKNOWN
44b6_12dfb391,removed,50841,50842,UNKNOWN
44b6_12dfb391,removed,50842,47520,UNKNOWN
44b6_12dfb391,removed,50843,50844,UNKNOWN
44b6_12dfb391,removed,50844,48260,UNKNOWN
44b6_12dfb391,removed,50845,50846,UNKNOWN
44b6_12dfb391,removed,50846,16332,UNKNOWN
44b6_12dfb391,removed,50847,50848,UNKNOWN
44b6_12dfb391,removed,50848,4820,UNKNOWN
44b6_12dfb391,removed,50849,50850,UNKNOWN
44b6_12dfb391,removed,50850,5493,UNKNOWN
44b6_12dfb391,removed,50851,50852,UNKNOWN
44b6_12dfb391,removed,50852,21154,UNKNOWN
44b6_12dfb391,removed,50853,50854,UNKNOWN
44b6_12dfb391,removed,50854,22372,UNKNOWN
44b6_12dfb391,removed,50855,50856,UNKNOWN
44b6_12dfb391,removed,50856,27463,UNKNOWN
44b6_12dfb391,removed,50857,50858,UNKNOWN
44b6_12dfb391,removed,50858,35021,UNKNOWN
44b6_12dfb391,removed,50859,50860,UNKNOWN
44b6_12dfb391,removed,50860,39009,UNKNOWN
44b6_12dfb391,removed,50861,50862,UNKNOWN
44b6_12dfb391,removed,50862,43715,UNKNOWN
44b6_12dfb391,removed,50863,50864,UNKNOWN
44b6_12dfb391,removed,50864,19791,UNKNOWN
44b6_12dfb391,removed,50865,50866,UNKNOWN
44b6_12dfb391,removed,50866,22175,UNKNOWN
44b6_12dfb391,removed,50867,50868,UNKNOWN
44b6_12dfb391,removed,50868,8530,UNKNOWN
44b6_12dfb391,removed,50869,50870,UNKNOWN
44b6_12dfb391,removed,50870,9710,UNKNOWN
44b6_12dfb391,removed,50871,50872,UNKNOWN
44b6_12dfb391,removed,50872,17878,UNKNOWN
44b6_12dfb391,removed,50873,50874,UNKNOWN
44b6_12dfb391,removed,50874,31751,UNKNOWN
44b6_12dfb391,removed,50875,50876,UNKNOWN
44b6_12dfb391,removed,50876,41362,UNKNOWN
44b6_12dfb391,removed,50877,50878,UNKNOWN
44b6_12dfb391,removed,50878,28638,UNKNOWN
44b6_12dfb391,removed,50879,50880,UNKNOWN
44b6_12dfb391,removed,50880,43500,UNKNOWN
44b6_12dfb391,removed,50881,50882,UNKNOWN
44b6_12dfb391,removed,50882,13938,UNKNOWN
44b6_12dfb391,removed,50883,50884,UNKNOWN
44b6_12dfb391,removed,50884,34624,UNKNOWN
44b6_12dfb391,removed,50885,50886,UNKNOWN
44b6_12dfb391,removed,50886,40611,UNKNOWN
44b6_12dfb391,removed,50887,50888,UNKNOWN
44b6_12dfb391,removed,50888,23260,UNKNOWN
44b6_12dfb391,removed,50889,50890,UNKNOWN
44b6_12dfb391,removed,50890,24001,UNKNOWN
44b6_12dfb391,removed,50891,50892,UNKNOWN
44b6_12dfb391,removed,50892,24370,UNKNOWN
44b6_12dfb391,removed,50893,50894,UNKNOWN
44b6_12dfb391,removed,50894,15386,UNKNOWN
44b6_12dfb391,removed,50895,50896,UNKNOWN
44b6_12dfb391,removed,50896,29830,UNKNOWN
44b6_12dfb391,removed,50897,50898,UNKNOWN
44b6_12dfb391,removed,50898,48134,UNKNOWN
44b6_12dfb391,removed,50899,50900,UNKNOWN
44b6_12dfb391,removed,50900,11131,UNKNOWN
44b6_12dfb391,removed,50901,50902,UNKNOWN
44b6_12dfb391,removed,50902,12590,UNKNOWN
44b6_12dfb391,removed,50903,50904,UNKNOWN
44b6_12dfb391,removed,50904,4148,UNKNOWN
44b6_12dfb391,removed,50905,50906,UNKNOWN
44b6_12dfb391,removed,50906,12073,UNKNOWN
44b6_12dfb391,removed,50907,50908,UNKNOWN
44b6_12dfb391,removed,50908,4557,UNKNOWN
44b6_12dfb391,removed,50909,50910,UNKNOWN
44b6_12dfb391,removed,50910,45054,UNKNOWN
44b6_12dfb391,removed,50911,50912,UNKNOWN
44b6_12dfb391,removed,50912,39452,UNKNOWN
44b6_12dfb391,removed,50913,50914,UNKNOWN
44b6_12dfb391,removed,50914,26153,UNKNOWN
44b6_12dfb391,removed,50915,50916,UNKNOWN
44b6_12dfb391,removed,50916,44689,UNKNOWN
44b6_12dfb391,removed,50917,50918,UNKNOWN
44b6_12dfb391,removed,50918,14883,UNKNOWN
44b6_12dfb391,removed,50919,50920,UNKNOWN
44b6_12dfb391,removed,50920,37521,UNKNOWN
44b6_12dfb391,removed,50921,50922,UNKNOWN
44b6_12dfb391,removed,50922,46639,UNKNOWN
44b6_12dfb391,removed,50923,50924,UNKNOWN
44b6_12dfb391,removed,50924,9574,UNKNOWN
44b6_12dfb391,removed,50925,50926,UNKNOWN
44b6_12dfb391,removed,50926,6113,UNKNOWN
44b6_12dfb391,removed,50927,50928,UNKNOWN
44b6_12dfb391,removed,50928,27155,UNKNOWN
44b6_12dfb391,removed,50929,50930,UNKNOWN
44b6_12dfb391,removed,50930,7482,UNKNOWN
44b6_12dfb391,removed,50931,50932,UNKNOWN
44b6_12dfb391,removed,50932,18482,UNKNOWN
44b6_12dfb391,removed,50933,50934,UNKNOWN
44b6_12dfb391,removed,50934,19336,UNKNOWN
44b6_12dfb391,removed,50935,50936,UNKNOWN
44b6_12dfb391,removed,50936,32036,UNKNOWN
44b6_12dfb391,removed,50937,50938,UNKNOWN
44b6_12dfb391,removed,50938,23433,UNKNOWN
44b6_12dfb391,removed,50939,50940,UNKNOWN
44b6_12dfb391,removed,50940,36328,UNKNOWN
44b6_12dfb391,removed,50941,50942,UNKNOWN
44b6_12dfb391,removed,50942,17219,UNKNOWN
44b6_12dfb391,removed,50943,50944,UNKNOWN
44b6_12dfb391,removed,50944,6789,UNKNOWN
44b6_12dfb391,removed,50945,50946,UNKNOWN
44b6_12dfb391,removed,50946,31311,UNKNOWN
44b6_12dfb391,removed,50947,50948,UNKNOWN
44b6_12dfb391,removed,50948,41657,UNKNOWN
44b6_12dfb391,removed,50949,50950,UNKNOWN
44b6_12dfb391,removed,50950,40333,UNKNOWN
44b6_12dfb391,removed,50951,50952,UNKNOWN
44b6_12dfb391,removed,50952,20719,UNKNOWN
44b6_12dfb391,removed,50953,50954,UNKNOWN
44b6_12dfb391,removed,50954,37009,UNKNOWN
44b6_12dfb391,added,428,873,UNKNOWN
44b6_12dfb391,added,1701,50814,UNKNOWN
44b6_12dfb391,added,2430,2856,UNKNOWN
44b6_12dfb391,added,2811,50906,UNKNOWN
44b6_12dfb391,added,2856,3316,UNKNOWN
44b6_12dfb391,added,3221,50910,UNKNOWN
44b6_12dfb391,added,3316,3761,UNKNOWN
44b6_12dfb391,added,3498,50848,UNKNOWN
44b6_12dfb391,added,3536,3983,UNKNOWN
44b6_12dfb391,added,3761,4206,UNKNOWN
44b6_12dfb391,added,3863,4292,UNKNOWN
44b6_12dfb391,added,4155,50850,UNKNOWN
44b6_12dfb391,added,4800,50928,UNKNOWN
44b6_12dfb391,added,5092,5548,UNKNOWN
44b6_12dfb391,added,5501,50946,UNKNOWN
44b6_12dfb391,added,5934,50828,UNKNOWN
44b6_12dfb391,added,6174,50932,UNKNOWN
44b6_12dfb391,added,6797,7239,UNKNOWN
44b6_12dfb391,added,7118,7576,UNKNOWN
44b6_12dfb391,added,7181,50866,UNKNOWN
44b6_12dfb391,added,8255,50926,UNKNOWN
44b6_12dfb391,added,8373,50868,UNKNOWN
44b6_12dfb391,added,8869,50830,UNKNOWN
44b6_12dfb391,added,9349,50816,UNKNOWN
44b6_12dfb391,added,9371,9821,UNKNOWN
44b6_12dfb391,added,9723,50902,UNKNOWN
44b6_12dfb391,added,10702,50908,UNKNOWN
44b6_12dfb391,added,10764,11196,UNKNOWN
44b6_12dfb391,added,11015,11445,UNKNOWN
44b6_12dfb391,added,11021,11474,UNKNOWN
44b6_12dfb391,added,11180,50904,UNKNOWN
44b6_12dfb391,added,12190,50818,UNKNOWN
44b6_12dfb391,added,12538,50884,UNKNOWN
44b6_12dfb391,added,13305,50820,UNKNOWN
44b6_12dfb391,added,13511,50920,UNKNOWN
44b6_12dfb391,added,14115,50886,UNKNOWN
44b6_12dfb391,added,14455,50822,UNKNOWN
44b6_12dfb391,added,14554,15012,UNKNOWN
44b6_12dfb391,added,14786,15262,UNKNOWN
44b6_12dfb391,added,14866,50846,UNKNOWN
44b6_12dfb391,added,15067,15541,UNKNOWN
44b6_12dfb391,added,15262,15740,UNKNOWN
44b6_12dfb391,added,15682,50944,UNKNOWN
44b6_12dfb391,added,15740,16247,UNKNOWN
44b6_12dfb391,added,16247,16757,UNKNOWN
44b6_12dfb391,added,16369,50870,UNKNOWN
44b6_12dfb391,added,16757,17268,UNKNOWN
44b6_12dfb391,added,17043,50934,UNKNOWN
44b6_12dfb391,added,17096,17602,UNKNOWN
44b6_12dfb391,added,17794,50936,UNKNOWN
44b6_12dfb391,added,18258,50862,UNKNOWN
44b6_12dfb391,added,19191,50954,UNKNOWN
44b6_12dfb391,added,19615,50852,UNKNOWN
44b6_12dfb391,added,20582,21117,UNKNOWN
44b6_12dfb391,added,20686,50864,UNKNOWN
44b6_12dfb391,added,20890,50854,UNKNOWN
44b6_12dfb391,added,21791,50892,UNKNOWN
44b6_12dfb391,added,21963,50940,UNKNOWN
44b6_12dfb391,added,22117,22554,UNKNOWN
44b6_12dfb391,added,22517,50894,UNKNOWN
44b6_12dfb391,added,22877,50896,UNKNOWN
44b6_12dfb391,added,24662,50916,UNKNOWN
44b6_12dfb391,added,25075,25572,UNKNOWN
44b6_12dfb391,added,25077,25513,UNKNOWN
44b6_12dfb391,added,25589,50930,UNKNOWN
44b6_12dfb391,added,25884,50856,UNKNOWN
44b6_12dfb391,added,27067,50878,UNKNOWN
44b6_12dfb391,added,27414,50832,UNKNOWN
44b6_12dfb391,added,28288,50898,UNKNOWN
44b6_12dfb391,added,28573,50824,UNKNOWN
44b6_12dfb391,added,28841,29350,UNKNOWN
44b6_12dfb391,added,29350,29853,UNKNOWN
44b6_12dfb391,added,29758,50948,UNKNOWN
44b6_12dfb391,added,29853,30375,UNKNOWN
44b6_12dfb391,added,30218,50872,UNKNOWN
44b6_12dfb391,added,30375,30896,UNKNOWN
44b6_12dfb391,added,30537,50938,UNKNOWN
44b6_12dfb391,added,30949,31438,UNKNOWN
44b6_12dfb391,added,31008,50834,UNKNOWN
44b6_12dfb391,added,32892,33439,UNKNOWN
44b6_12dfb391,added,32944,50888,UNKNOWN
44b6_12dfb391,added,33365,50858,UNKNOWN
44b6_12dfb391,added,34684,50942,UNKNOWN
44b6_12dfb391,added,34844,50836,UNKNOWN
44b6_12dfb391,added,35148,35694,UNKNOWN
44b6_12dfb391,added,35386,50880,UNKNOWN
44b6_12dfb391,added,35427,35903,UNKNOWN
44b6_12dfb391,added,35824,50922,UNKNOWN
44b6_12dfb391,added,36173,36718,UNKNOWN
44b6_12dfb391,added,36596,37170,UNKNOWN
44b6_12dfb391,added,36889,37464,UNKNOWN
44b6_12dfb391,added,37240,50874,UNKNOWN
44b6_12dfb391,added,37354,37950,UNKNOWN
44b6_12dfb391,added,37480,38034,UNKNOWN
44b6_12dfb391,added,37680,50914,UNKNOWN
44b6_12dfb391,added,38219,38818,UNKNOWN
44b6_12dfb391,added,38277,38881,UNKNOWN
44b6_12dfb391,added,38328,38937,UNKNOWN
44b6_12dfb391,added,38397,39009,UNKNOWN
44b6_12dfb391,added,38408,38990,UNKNOWN
44b6_12dfb391,added,38447,39050,UNKNOWN
44b6_12dfb391,added,38632,50952,UNKNOWN
44b6_12dfb391,added,38949,50890,UNKNOWN
44b6_12dfb391,added,39771,50876,UNKNOWN
44b6_12dfb391,added,40003,40545,UNKNOWN
44b6_12dfb391,added,40053,50950,UNKNOWN
44b6_12dfb391,added,40473,50826,UNKNOWN
44b6_12dfb391,added,41865,50882,UNKNOWN
44b6_12dfb391,added,42114,50860,UNKNOWN
44b6_12dfb391,added,42953,50918,UNKNOWN
44b6_12dfb391,added,42956,43488,UNKNOWN
44b6_12dfb391,added,43324,43869,UNKNOWN
44b6_12dfb391,added,43346,50912,UNKNOWN
44b6_12dfb391,added,43356,43924,UNKNOWN
44b6_12dfb391,added,43373,43968,UNKNOWN
44b6_12dfb391,added,43524,44115,UNKNOWN
44b6_12dfb391,added,43806,44377,UNKNOWN
44b6_12dfb391,added,43815,50838,UNKNOWN
44b6_12dfb391,added,44124,44755,UNKNOWN
44b6_12dfb391,added,44201,50840,UNKNOWN
44b6_12dfb391,added,44943,45551,UNKNOWN
44b6_12dfb391,added,44959,50924,UNKNOWN
44b6_12dfb391,added,45193,45776,UNKNOWN
44b6_12dfb391,added,45224,50792,UNKNOWN
44b6_12dfb391,added,45309,50793,UNKNOWN
44b6_12dfb391,added,45338,50794,UNKNOWN
44b6_12dfb391,added,45357,50795,UNKNOWN
44b6_12dfb391,added,45371,50796,UNKNOWN
44b6_12dfb391,added,45431,50797,UNKNOWN
44b6_12dfb391,added,45556,50798,UNKNOWN
44b6_12dfb391,added,45588,50799,UNKNOWN
44b6_12dfb391,added,45836,50842,UNKNOWN
44b6_12dfb391,added,45863,46418,UNKNOWN
44b6_12dfb391,added,46154,50800,UNKNOWN
44b6_12dfb391,added,46332,50801,UNKNOWN
44b6_12dfb391,added,46388,50802,UNKNOWN
44b6_12dfb391,added,46392,50803,UNKNOWN
44b6_12dfb391,added,46418,46975,UNKNOWN
44b6_12dfb391,added,46450,50900,UNKNOWN
44b6_12dfb391,added,46499,50805,UNKNOWN
44b6_12dfb391,added,46575,50806,UNKNOWN
44b6_12dfb391,added,46596,50844,UNKNOWN
44b6_12dfb391,added,46753,50807,UNKNOWN
44b6_12dfb391,added,46833,50808,UNKNOWN
44b6_12dfb391,added,46975,47542,UNKNOWN
44b6_12dfb391,added,47300,50809,UNKNOWN
44b6_12dfb391,added,47310,50810,UNKNOWN
44b6_12dfb391,added,47439,50811,UNKNOWN
44b6_12dfb391,added,47507,50812,UNKNOWN
44b6_12dfb391,added,47524,50813,UNKNOWN
44b6_12dfb391,added,47542,48103,UNKNOWN
44b6_12dfb391,added,50301,4306,UNKNOWN
44b6_12dfb391,added,50365,11203,UNKNOWN
44b6_12dfb391,added,50367,11435,UNKNOWN
44b6_12dfb391,added,50629,35678,UNKNOWN
44b6_12dfb391,added,50752,43884,UNKNOWN
44b6_12dfb391,added,50777,45548,UNKNOWN
44b6_12dfb391,added,50792,46394,UNKNOWN
44b6_12dfb391,added,50793,46424,UNKNOWN
44b6_12dfb391,added,50794,46452,UNKNOWN
44b6_12dfb391,added,50795,46463,UNKNOWN
44b6_12dfb391,added,50796,46476,UNKNOWN
44b6_12dfb391,added,50797,46541,UNKNOWN
44b6_12dfb391,added,50798,46686,UNKNOWN
44b6_12dfb391,added,50799,46699,UNKNOWN
44b6_12dfb391,added,50800,47256,UNKNOWN
44b6_12dfb391,added,50801,47452,UNKNOWN
44b6_12dfb391,added,50802,47492,UNKNOWN
44b6_12dfb391,added,50803,47516,UNKNOWN
44b6_12dfb391,added,50805,47635,UNKNOWN
44b6_12dfb391,added,50806,47710,UNKNOWN
44b6_12dfb391,added,50807,47914,UNKNOWN
44b6_12dfb391,added,50808,47978,UNKNOWN
44b6_12dfb391,added,50809,48436,UNKNOWN
44b6_12dfb391,added,50810,48422,UNKNOWN
44b6_12dfb391,added,50811,48475,UNKNOWN
44b6_12dfb391,added,50812,48606,UNKNOWN
44b6_12dfb391,added,50813,48623,UNKNOWN
44b6_12dfb391,added,50814,50815,UNKNOWN
44b6_12dfb391,added,50815,3004,UNKNOWN
44b6_12dfb391,added,50816,50817,UNKNOWN
44b6_12dfb391,added,50817,10765,UNKNOWN
44b6_12dfb391,added,50818,50819,UNKNOWN
44b6_12dfb391,added,50819,13617,UNKNOWN
44b6_12dfb391,added,50820,50821,UNKNOWN
44b6_12dfb391,added,50821,14695,UNKNOWN
44b6_12dfb391,added,50822,50823,UNKNOWN
44b6_12dfb391,added,50823,15882,UNKNOWN
44b6_12dfb391,added,50824,50825,UNKNOWN
44b6_12dfb391,added,50825,30089,UNKNOWN
44b6_12dfb391,added,50826,50827,UNKNOWN
44b6_12dfb391,added,50827,42117,UNKNOWN
44b6_12dfb391,added,50828,50829,UNKNOWN
