stem,embryo,frame,source,target,attribution
44b6_267148e4,44b6,46,12722,26665,UNKNOWN
44b6_267148e4,44b6,46,12743,13015,UNKNOWN
44b6_267148e4,44b6,46,12754,13019,UNKNOWN
44b6_267148e4,44b6,47,12989,13271,UNKNOWN
44b6_267148e4,44b6,47,13015,13335,UNKNOWN
44b6_267148e4,44b6,48,13188,13528,UNKNOWN
44b6_267148e4,44b6,48,13252,13575,UNKNOWN
44b6_267148e4,44b6,48,13261,13603,UNKNOWN
44b6_267148e4,44b6,48,13272,13609,UNKNOWN
44b6_267148e4,44b6,48,13312,13654,UNKNOWN
44b6_267148e4,44b6,48,13326,13668,UNKNOWN
44b6_267148e4,44b6,48,13335,13670,UNKNOWN
44b6_267148e4,44b6,48,13342,13690,UNKNOWN
44b6_267148e4,44b6,51,14320,14650,UNKNOWN
44b6_267148e4,44b6,51,14352,14685,UNKNOWN
44b6_267148e4,44b6,57,16023,16295,UNKNOWN
44b6_267148e4,44b6,61,17469,17779,UNKNOWN
44b6_267148e4,44b6,63,18075,18392,UNKNOWN
44b6_267148e4,44b6,65,18642,18922,UNKNOWN
44b6_267148e4,44b6,68,19359,19637,UNKNOWN
44b6_267148e4,44b6,68,19372,19648,UNKNOWN
44b6_267148e4,44b6,69,19653,19913,UNKNOWN
44b6_267148e4,44b6,75,21251,21514,UNKNOWN
44b6_267148e4,44b6,76,21510,21770,UNKNOWN
44b6_267148e4,44b6,79,22312,22562,UNKNOWN
44b6_267148e4,44b6,82,23004,23233,UNKNOWN
44b6_267148e4,44b6,83,23215,23440,UNKNOWN
44b6_267148e4,44b6,86,23912,24137,UNKNOWN
44b6_267148e4,44b6,93,25288,25495,UNKNOWN
44b6_267148e4,44b6,98,26235,26420,UNKNOWN
44b6_267148e4,44b6,11,26579,2636,UNKNOWN
44b6_267148e4,44b6,30,26606,7766,UNKNOWN
44b6_267148e4,44b6,30,26615,7797,UNKNOWN
44b6_267148e4,44b6,47,26659,13245,UNKNOWN
44b6_267148e4,44b6,47,26663,13283,UNKNOWN
44b6_267148e4,44b6,47,26667,13321,UNKNOWN
44b6_267148e4,44b6,48,26675,13441,UNKNOWN
44b6_267148e4,44b6,48,26763,13449,UNKNOWN
44b6_267148e4,44b6,57,26802,26803,UNKNOWN
44b6_267148e4,44b6,93,26805,25505,UNKNOWN
44b6_2a2eff9f,44b6,8,4519,5048,UNKNOWN
44b6_2a2eff9f,44b6,9,5221,5734,UNKNOWN
44b6_2a2eff9f,44b6,12,6552,7052,UNKNOWN
44b6_2a2eff9f,44b6,12,6555,7056,UNKNOWN
44b6_2a2eff9f,44b6,12,6861,7375,UNKNOWN
44b6_2a2eff9f,44b6,12,6905,46761,UNKNOWN
44b6_2a2eff9f,44b6,16,8568,9048,UNKNOWN
44b6_2a2eff9f,44b6,16,8637,9085,UNKNOWN
44b6_2a2eff9f,44b6,17,9064,9509,UNKNOWN
44b6_2a2eff9f,44b6,18,9421,9908,UNKNOWN
44b6_2a2eff9f,44b6,18,9562,10056,UNKNOWN
44b6_2a2eff9f,44b6,25,12742,13170,UNKNOWN
44b6_2a2eff9f,44b6,27,13762,46831,UNKNOWN
44b6_2a2eff9f,44b6,27,13794,14256,UNKNOWN
44b6_2a2eff9f,44b6,28,14331,14807,UNKNOWN
44b6_2a2eff9f,44b6,32,16286,16735,UNKNOWN
44b6_2a2eff9f,44b6,33,16491,16947,UNKNOWN
44b6_2a2eff9f,44b6,33,16669,17132,UNKNOWN
44b6_2a2eff9f,44b6,36,18088,18501,UNKNOWN
44b6_2a2eff9f,44b6,36,18099,18531,UNKNOWN
44b6_2a2eff9f,44b6,37,18423,18864,UNKNOWN
44b6_2a2eff9f,44b6,37,18455,18891,UNKNOWN
44b6_2a2eff9f,44b6,44,21454,21893,UNKNOWN
44b6_2a2eff9f,44b6,46,22102,22523,UNKNOWN
44b6_2a2eff9f,44b6,46,22119,22561,UNKNOWN
44b6_2a2eff9f,44b6,46,22231,22706,UNKNOWN
44b6_2a2eff9f,44b6,46,22258,22716,UNKNOWN
44b6_2a2eff9f,44b6,46,22270,22725,UNKNOWN
44b6_2a2eff9f,44b6,46,22310,22765,UNKNOWN
44b6_2a2eff9f,44b6,46,22389,22861,UNKNOWN
44b6_2a2eff9f,44b6,47,22839,23266,UNKNOWN
44b6_2a2eff9f,44b6,58,27249,27694,UNKNOWN
44b6_2a2eff9f,44b6,59,27786,28227,UNKNOWN
44b6_2a2eff9f,44b6,60,28037,28469,UNKNOWN
44b6_2a2eff9f,44b6,77,36244,36734,KNOWN_CORRECT_OFFICIAL_TP
44b6_2a2eff9f,44b6,79,36946,37440,UNKNOWN
44b6_2a2eff9f,44b6,81,37831,38280,UNKNOWN
44b6_2a2eff9f,44b6,81,38175,38620,UNKNOWN
44b6_2a2eff9f,44b6,81,38188,38642,UNKNOWN
44b6_2a2eff9f,44b6,82,38387,38835,UNKNOWN
44b6_2a2eff9f,44b6,88,41323,41788,UNKNOWN
44b6_2a2eff9f,44b6,90,42387,42857,UNKNOWN
44b6_2a2eff9f,44b6,8,46733,5030,UNKNOWN
44b6_2a2eff9f,44b6,44,46894,21882,UNKNOWN
44b6_341df25f,44b6,37,3816,3905,UNKNOWN
6bba_062c8d37,6bba,2,207,284,UNKNOWN
6bba_062c8d37,6bba,8,662,744,UNKNOWN
6bba_062c8d37,6bba,11,865,931,UNKNOWN
6bba_062c8d37,6bba,13,1006,1069,UNKNOWN
6bba_062c8d37,6bba,13,1012,1080,UNKNOWN
6bba_062c8d37,6bba,15,1174,1235,UNKNOWN
6bba_062c8d37,6bba,26,1838,1902,UNKNOWN
6bba_062c8d37,6bba,26,1851,1913,UNKNOWN
6bba_062c8d37,6bba,26,1877,1938,UNKNOWN
6bba_062c8d37,6bba,26,1880,6674,UNKNOWN
6bba_062c8d37,6bba,26,1882,1942,UNKNOWN
6bba_062c8d37,6bba,29,2052,2115,UNKNOWN
6bba_062c8d37,6bba,32,2220,2284,UNKNOWN
6bba_062c8d37,6bba,32,2225,2289,UNKNOWN
6bba_062c8d37,6bba,32,2231,2292,UNKNOWN
6bba_062c8d37,6bba,32,2235,2301,UNKNOWN
6bba_062c8d37,6bba,32,2237,2296,UNKNOWN
6bba_062c8d37,6bba,32,2238,2298,UNKNOWN
6bba_062c8d37,6bba,32,2243,2306,UNKNOWN
6bba_062c8d37,6bba,32,2248,2313,UNKNOWN
6bba_062c8d37,6bba,32,2249,2311,UNKNOWN
6bba_062c8d37,6bba,39,2679,6638,UNKNOWN
6bba_062c8d37,6bba,39,2683,6640,UNKNOWN
6bba_062c8d37,6bba,39,2687,6642,UNKNOWN
6bba_062c8d37,6bba,39,2697,2752,UNKNOWN
6bba_062c8d37,6bba,39,2699,2772,UNKNOWN
6bba_062c8d37,6bba,39,2703,2767,UNKNOWN
6bba_062c8d37,6bba,39,2713,6647,UNKNOWN
6bba_062c8d37,6bba,39,2722,2810,UNKNOWN
6bba_062c8d37,6bba,40,2755,2867,UNKNOWN
6bba_062c8d37,6bba,40,2766,2875,UNKNOWN
6bba_062c8d37,6bba,40,2777,2879,UNKNOWN
6bba_062c8d37,6bba,40,2782,2880,UNKNOWN
6bba_062c8d37,6bba,40,2790,2885,UNKNOWN
6bba_062c8d37,6bba,40,2800,2888,UNKNOWN
6bba_062c8d37,6bba,40,2808,2891,UNKNOWN
6bba_062c8d37,6bba,40,2810,2889,UNKNOWN
6bba_062c8d37,6bba,40,2817,2892,UNKNOWN
6bba_062c8d37,6bba,56,3807,3871,UNKNOWN
6bba_062c8d37,6bba,60,4069,4131,UNKNOWN
6bba_062c8d37,6bba,60,4097,4160,UNKNOWN
6bba_062c8d37,6bba,74,4969,5038,UNKNOWN
6bba_062c8d37,6bba,74,4978,5046,UNKNOWN
6bba_062c8d37,6bba,40,6635,2846,UNKNOWN
6bba_062c8d37,6bba,40,6641,2859,UNKNOWN
6bba_07e24132,6bba,13,5664,6083,UNKNOWN
6bba_07e24132,6bba,20,8240,8676,UNKNOWN
6bba_07e24132,6bba,20,8327,8701,UNKNOWN
6bba_07e24132,6bba,20,8383,8765,UNKNOWN
6bba_07e24132,6bba,20,8398,8796,UNKNOWN
6bba_07e24132,6bba,20,8436,8830,UNKNOWN
6bba_07e24132,6bba,20,8477,8879,UNKNOWN
6bba_07e24132,6bba,20,8478,8883,UNKNOWN
6bba_07e24132,6bba,20,8483,8899,UNKNOWN
6bba_07e24132,6bba,20,8496,8911,UNKNOWN
6bba_07e24132,6bba,20,8511,8918,UNKNOWN
6bba_07e24132,6bba,20,8553,8978,OFFICIAL_SCORED_FP
6bba_07e24132,6bba,21,8798,9189,UNKNOWN
6bba_07e24132,6bba,21,8821,9231,UNKNOWN
6bba_07e24132,6bba,21,8891,9287,UNKNOWN
6bba_07e24132,6bba,21,8931,9350,UNKNOWN
6bba_07e24132,6bba,21,8933,9319,UNKNOWN
6bba_07e24132,6bba,21,8955,9330,UNKNOWN
6bba_07e24132,6bba,21,8987,9387,UNKNOWN
6bba_07e24132,6bba,21,9017,9417,UNKNOWN
6bba_07e24132,6bba,40,15863,16225,UNKNOWN
6bba_07e24132,6bba,52,20007,20346,UNKNOWN
6bba_07e24132,6bba,55,21019,21376,UNKNOWN
6bba_07e24132,6bba,57,21771,22132,UNKNOWN
6bba_07e24132,6bba,65,24405,24750,UNKNOWN
6bba_07e24132,6bba,70,25999,26324,UNKNOWN
6bba_07e24132,6bba,70,26010,26336,UNKNOWN
6bba_07e24132,6bba,72,26735,27113,UNKNOWN
6bba_07e24132,6bba,75,27698,28077,UNKNOWN
6bba_07e24132,6bba,75,27706,28079,OFFICIAL_SCORED_FP
6bba_07e24132,6bba,75,27715,28100,UNKNOWN
6bba_07e24132,6bba,75,27720,28089,UNKNOWN
6bba_07e24132,6bba,75,27725,28125,UNKNOWN
6bba_07e24132,6bba,75,27734,28126,UNKNOWN
6bba_07e24132,6bba,75,27737,36515,UNKNOWN
6bba_07e24132,6bba,75,27752,28155,UNKNOWN
6bba_07e24132,6bba,75,27759,28174,UNKNOWN
6bba_07e24132,6bba,75,27760,28177,UNKNOWN
6bba_07e24132,6bba,75,27772,28156,UNKNOWN
6bba_07e24132,6bba,75,27785,28204,OFFICIAL_SCORED_FP
6bba_07e24132,6bba,75,27794,28209,UNKNOWN
6bba_07e24132,6bba,75,27817,28243,UNKNOWN
6bba_07e24132,6bba,75,27819,28239,UNKNOWN
6bba_07e24132,6bba,75,27845,28253,UNKNOWN
6bba_07e24132,6bba,75,27861,28303,UNKNOWN
6bba_07e24132,6bba,75,27862,28300,UNKNOWN
6bba_07e24132,6bba,76,28013,28395,UNKNOWN
6bba_07e24132,6bba,76,28019,28390,UNKNOWN
6bba_07e24132,6bba,76,28089,28505,UNKNOWN
6bba_07e24132,6bba,76,28125,28551,UNKNOWN
6bba_07e24132,6bba,76,28126,28582,UNKNOWN
6bba_07e24132,6bba,76,28156,28593,UNKNOWN
6bba_07e24132,6bba,76,28225,28657,UNKNOWN
6bba_07e24132,6bba,76,28253,28678,UNKNOWN
6bba_07e24132,6bba,76,28267,28693,UNKNOWN
6bba_07e24132,6bba,76,28281,28706,UNKNOWN
6bba_07e24132,6bba,76,28301,28723,UNKNOWN
6bba_07e24132,6bba,76,28307,28718,UNKNOWN
6bba_07e24132,6bba,76,28319,28757,UNKNOWN
6bba_07e24132,6bba,76,28322,28758,UNKNOWN
6bba_07e24132,6bba,82,30317,30721,UNKNOWN
6bba_07e24132,6bba,85,31583,31929,UNKNOWN
6bba_07e24132,6bba,93,34120,34455,UNKNOWN
6bba_07e24132,6bba,76,36518,28730,UNKNOWN
6bba_07e24132,6bba,76,36520,28751,UNKNOWN
6bba_07e24132,6bba,76,36523,28775,UNKNOWN
6bba_07e24132,6bba,93,36636,36637,UNKNOWN
6bba_07e24132,6bba,57,36648,36649,UNKNOWN
6bba_07e24132,6bba,52,36676,36677,UNKNOWN
6bba_085bf656,6bba,17,2349,2478,UNKNOWN
6bba_085bf656,6bba,23,3105,3209,UNKNOWN
6bba_09961292,6bba,6,2244,2616,UNKNOWN
6bba_09961292,6bba,7,2629,2992,KNOWN_CORRECT_OFFICIAL_TP
6bba_09961292,6bba,7,2771,3142,UNKNOWN
6bba_09961292,6bba,7,2800,32360,UNKNOWN
6bba_09961292,6bba,10,3774,4133,UNKNOWN
6bba_09961292,6bba,10,3855,4227,UNKNOWN
6bba_09961292,6bba,12,4534,4843,UNKNOWN
6bba_09961292,6bba,14,5216,5544,UNKNOWN
6bba_09961292,6bba,19,6874,7215,UNKNOWN
6bba_09961292,6bba,25,8985,9284,UNKNOWN
6bba_09961292,6bba,25,8986,9321,UNKNOWN
6bba_09961292,6bba,25,9079,9397,UNKNOWN
6bba_09961292,6bba,27,9528,9851,UNKNOWN
6bba_09961292,6bba,27,9586,9908,UNKNOWN
6bba_09961292,6bba,30,10729,11039,UNKNOWN
6bba_09961292,6bba,38,13023,13432,OFFICIAL_SCORED_FP
6bba_09961292,6bba,38,13036,32400,UNKNOWN
6bba_09961292,6bba,38,13046,13345,UNKNOWN
6bba_09961292,6bba,38,13079,13456,UNKNOWN
6bba_09961292,6bba,38,13080,13415,UNKNOWN
6bba_09961292,6bba,38,13113,13428,UNKNOWN
6bba_09961292,6bba,38,13130,13463,UNKNOWN
6bba_09961292,6bba,38,13136,32410,UNKNOWN
6bba_09961292,6bba,38,13170,13466,UNKNOWN
6bba_09961292,6bba,38,13182,13484,OFFICIAL_SCORED_FP
6bba_09961292,6bba,38,13190,13495,UNKNOWN
6bba_09961292,6bba,38,13201,13481,UNKNOWN
6bba_09961292,6bba,38,13210,13486,UNKNOWN
6bba_09961292,6bba,38,13215,13506,UNKNOWN
6bba_09961292,6bba,38,13219,13517,UNKNOWN
6bba_09961292,6bba,38,13235,32416,UNKNOWN
6bba_09961292,6bba,38,13250,13530,UNKNOWN
6bba_09961292,6bba,38,13279,13541,UNKNOWN
6bba_09961292,6bba,38,13286,13563,UNKNOWN
6bba_09961292,6bba,38,13287,13537,UNKNOWN
6bba_09961292,6bba,38,13289,13551,UNKNOWN
6bba_09961292,6bba,38,13297,13565,UNKNOWN
6bba_09961292,6bba,38,13299,13567,UNKNOWN
6bba_09961292,6bba,38,13301,32422,UNKNOWN
6bba_09961292,6bba,38,13312,13571,UNKNOWN
6bba_09961292,6bba,39,13339,13577,UNKNOWN
6bba_09961292,6bba,39,13352,13613,UNKNOWN
6bba_09961292,6bba,39,13379,13635,UNKNOWN
6bba_09961292,6bba,39,13380,13646,UNKNOWN
6bba_09961292,6bba,39,13407,13644,UNKNOWN
6bba_09961292,6bba,39,13413,13590,UNKNOWN
6bba_09961292,6bba,39,13418,13588,UNKNOWN
6bba_09961292,6bba,39,13420,13668,UNKNOWN
6bba_09961292,6bba,39,13434,13720,OFFICIAL_SCORED_FP
6bba_09961292,6bba,39,13437,13740,UNKNOWN
6bba_09961292,6bba,39,13476,13770,UNKNOWN
6bba_09961292,6bba,39,13482,13767,UNKNOWN
6bba_09961292,6bba,39,13485,13738,OFFICIAL_SCORED_FP
6bba_09961292,6bba,39,13487,13743,UNKNOWN
6bba_09961292,6bba,39,13510,13789,UNKNOWN
6bba_09961292,6bba,39,13528,13792,UNKNOWN
6bba_09961292,6bba,39,13530,13830,UNKNOWN
6bba_09961292,6bba,39,13543,13806,UNKNOWN
6bba_09961292,6bba,51,17068,17338,UNKNOWN
6bba_09961292,6bba,58,19351,19693,UNKNOWN
6bba_09961292,6bba,62,20498,20825,UNKNOWN
6bba_09961292,6bba,65,21630,21924,UNKNOWN
6bba_09961292,6bba,71,23570,23893,OFFICIAL_SCORED_FP
6bba_09961292,6bba,75,24827,25147,UNKNOWN
6bba_09961292,6bba,77,25334,25650,UNKNOWN
6bba_09961292,6bba,77,25397,32458,UNKNOWN
6bba_09961292,6bba,78,25768,26080,UNKNOWN
6bba_09961292,6bba,78,25819,26125,UNKNOWN
6bba_09961292,6bba,80,26415,26720,UNKNOWN
6bba_09961292,6bba,80,26481,26797,UNKNOWN
6bba_09961292,6bba,82,26926,27155,UNKNOWN
6bba_09961292,6bba,85,27826,28137,KNOWN_CORRECT_OFFICIAL_TP
6bba_09961292,6bba,87,28537,28843,UNKNOWN
6bba_09961292,6bba,92,29902,30206,UNKNOWN
6bba_09961292,6bba,92,29910,30280,UNKNOWN
6bba_09961292,6bba,92,29919,32475,UNKNOWN
6bba_09961292,6bba,92,29984,30285,UNKNOWN
6bba_09961292,6bba,92,29989,30265,UNKNOWN
6bba_09961292,6bba,92,30011,30276,UNKNOWN
6bba_09961292,6bba,92,30027,30317,UNKNOWN
6bba_09961292,6bba,92,30037,30333,UNKNOWN
6bba_09961292,6bba,92,30057,30390,UNKNOWN
6bba_09961292,6bba,92,30060,30345,OFFICIAL_SCORED_FP
6bba_09961292,6bba,92,30076,30339,UNKNOWN
6bba_09961292,6bba,92,30082,30366,UNKNOWN
6bba_09961292,6bba,92,30085,30376,UNKNOWN
6bba_09961292,6bba,92,30101,30385,UNKNOWN
6bba_09961292,6bba,92,30110,30396,UNKNOWN
6bba_09961292,6bba,92,30111,30398,UNKNOWN
6bba_09961292,6bba,92,30128,30404,UNKNOWN
6bba_09961292,6bba,92,30133,30433,UNKNOWN
6bba_09961292,6bba,92,30142,30415,UNKNOWN
6bba_09961292,6bba,92,30146,30424,UNKNOWN
6bba_09961292,6bba,92,30150,30438,UNKNOWN
6bba_09961292,6bba,92,30157,30443,UNKNOWN
6bba_09961292,6bba,92,30172,32498,UNKNOWN
6bba_09961292,6bba,92,30191,30469,OFFICIAL_SCORED_FP
6bba_09961292,6bba,93,30305,30554,UNKNOWN
6bba_09961292,6bba,93,30312,30571,UNKNOWN
6bba_09961292,6bba,93,30317,30580,UNKNOWN
6bba_09961292,6bba,93,30318,30612,UNKNOWN
6bba_09961292,6bba,93,30323,30590,UNKNOWN
6bba_09961292,6bba,93,30330,30608,UNKNOWN
6bba_09961292,6bba,93,30333,30619,UNKNOWN
6bba_09961292,6bba,93,30339,30628,UNKNOWN
6bba_09961292,6bba,93,30343,30621,UNKNOWN
6bba_09961292,6bba,93,30346,30587,UNKNOWN
6bba_09961292,6bba,93,30350,30641,UNKNOWN
6bba_09961292,6bba,93,30351,30652,UNKNOWN
6bba_09961292,6bba,93,30362,30611,UNKNOWN
6bba_09961292,6bba,93,30363,30633,UNKNOWN
6bba_09961292,6bba,93,30376,30657,UNKNOWN
6bba_09961292,6bba,93,30377,30647,UNKNOWN
6bba_09961292,6bba,93,30379,30689,UNKNOWN
6bba_09961292,6bba,93,30380,30650,UNKNOWN
6bba_09961292,6bba,93,30391,30673,UNKNOWN
6bba_09961292,6bba,93,30392,30690,UNKNOWN
6bba_09961292,6bba,93,30393,30676,UNKNOWN
6bba_09961292,6bba,93,30415,30688,UNKNOWN
6bba_09961292,6bba,93,30419,30678,OFFICIAL_SCORED_FP
6bba_09961292,6bba,93,30423,30706,UNKNOWN
6bba_09961292,6bba,93,30434,30708,UNKNOWN
6bba_09961292,6bba,93,30438,30729,UNKNOWN
6bba_09961292,6bba,93,30444,30732,UNKNOWN
6bba_09961292,6bba,93,30455,30753,UNKNOWN
6bba_09961292,6bba,93,30461,30751,UNKNOWN
6bba_09961292,6bba,39,32400,13647,UNKNOWN
6bba_09961292,6bba,39,32420,13834,UNKNOWN
6bba_09961292,6bba,93,32475,30493,UNKNOWN
6bba_09961292,6bba,93,32487,30624,UNKNOWN
6bba_09961292,6bba,93,32489,30640,UNKNOWN
6bba_09961292,6bba,93,32490,30634,UNKNOWN
6bba_09961292,6bba,12,32538,32539,UNKNOWN
