source_id,owner,notebook_title,notebook_slug,url,current_version,script_version_id,created_at,updated_at,updated_at_page_text,votes,comments,page_displayed_score,score_source,accelerator,runtime,internet_setting,input_datasets,output_files,license,read_status,source_saved,source_sha256,source_bytes,markdown_cells,code_cells,output_cells,all_code_cells_checked,relevance,current_score_verified,stale_score_risk,notes
KAGGLE_CODE_ALIOMAN_BIOHUB-V19E-DIV45-DET9625,alioman,biohub-v19e-div45-det9625,biohub-v19e-div45-det9625,https://www.kaggle.com/code/alioman/biohub-v19e-div45-det9625,UNKNOWN,UNKNOWN,,,8h ago,,0,0.938,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Hotness | Public Score | Recently Created | Recently Run,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=4 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AMAN5153684_ACTUALLY-TUNING-THE-ILP,aman5153684,Actually Tuning the ILP,actually-tuning-the-ilp,https://www.kaggle.com/code/aman5153684/actually-tuning-the-ilp,UNKNOWN,UNKNOWN,,,2mo ago,19,0,0.81,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,division jaccard | zebrafish cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=2 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AMANATAR_BIOHUB-CELL-TRACKING-V-1,amanatar,Biohub Cell Tracking v 1,biohub-cell-tracking-v-1,https://www.kaggle.com/code/amanatar/biohub-cell-tracking-v-1,UNKNOWN,UNKNOWN,,,1mo ago,,0,0.95,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Public Score,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AMANATAR_BIOHUB-METRIC-HACK-LAST-CALL,amanatar,biohub-metric-hack-last-call,biohub-metric-hack-last-call,https://www.kaggle.com/code/amanatar/biohub-metric-hack-last-call,UNKNOWN,UNKNOWN,,,1mo ago,,0,0.963,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Public Score,false,HIGH_EXPLICIT_HACK_OR_ABOVE_CURRENT_LB_TOP,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AMANATAR_BIOHUB-V6-ULTRA-BEST,amanatar,biohub-v6-ultra-best,biohub-v6-ultra-best,https://www.kaggle.com/code/amanatar/biohub-v6-ultra-best,UNKNOWN,UNKNOWN,,,1mo ago,19,0,0.964,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Public Score,false,HIGH_EXPLICIT_HACK_OR_ABOVE_CURRENT_LB_TOP,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AMANATAR_IMPROVED-METRIC-HACK-LAST-CALL,amanatar,improved-metric-hack-last-call,improved-metric-hack-last-call,https://www.kaggle.com/code/amanatar/improved-metric-hack-last-call,1,UNKNOWN,,,1mo ago,103,0,0.966,KAGGLE_CODE_LIST_CARD_DYNAMIC,NvidiaTeslaT4,NOT_VERIFIED_OUTPUTS_EMPTY,false,competitions | datasets,/kaggle/working/my_predict | submission.csv | submission_clean.csv,UNKNOWN_NOT_EXPOSED,FULL_NOTEBOOK_SOURCE_READ,false,d29282ae764067cc80b8e50b820bca0b678cf1808846e5e8732ac4cfb2b2b446,64106,0,9,0,true,GEFF | Most Votes | Public Score | biohub-cell-tracking-during-development | cell division tracking | tracksdata | transformer cell tracking,false,HIGH_EXPLICIT_HACK_OR_ABOVE_CURRENT_LB_TOP,discovered_in=7 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission; all 9 code cells hashed and semantically scanned; OUTPUTS_CLEARED_OR_ABSENT_IN_GETKERNEL_SOURCE; UNKNOWN_NOT_EXPOSED_BY_CURRENT_GETKERNEL_RESPONSE; UNKNOWN_API_LAST_RUN_TIME_FIELD_ANOMALOUS_REQUEST_CADENCE_MINUS_3_DAYS
KAGGLE_CODE_AMANATAR_OPTIMIZED-BIOHUB-MAX-SCORE,amanatar,optimized-biohub-max-score,optimized-biohub-max-score,https://www.kaggle.com/code/amanatar/optimized-biohub-max-score,UNKNOWN,UNKNOWN,,,1mo ago,14,0,0.91,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D+time microscopy,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AMERHU_BIOHUB-CELL-TRACKING-ADAPTIVE-PRUNING,amerhu, 🧬Biohub Cell Tracking | Adaptive Pruning,biohub-cell-tracking-adaptive-pruning,https://www.kaggle.com/code/amerhu/biohub-cell-tracking-adaptive-pruning,UNKNOWN,UNKNOWN,,,2mo ago,26,0,0.889,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,adjusted edge jaccard,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_ANALYTICAOBSCURA_BIOHUB-CELL-TRACKING-DURING-DEVELOPMENT,analyticaobscura,Biohub: Cell Tracking During Development 🔬,biohub-cell-tracking-during-development,https://www.kaggle.com/code/analyticaobscura/biohub-cell-tracking-during-development,UNKNOWN,UNKNOWN,,,2mo ago,22,0,0.893,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,biohub-cell-tracking-during-development,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_ANDRESSANTOSSANZ_BIOHUB-HARNESS-0926-PROBE,andressantossanz,Biohub Harness 0926 Probe,biohub-harness-0926-probe,https://www.kaggle.com/code/andressantossanz/biohub-harness-0926-probe,UNKNOWN,UNKNOWN,,,9d ago,,0,0.926,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,graph optimization cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_ANGANTYR_BIOHUB-2026-VISUALIZATION-AND-DATA-ANALYSIS,angantyr,Biohub 2026 - visualization and data analysis,biohub-2026-visualization-and-data-analysis,https://www.kaggle.com/code/angantyr/biohub-2026-visualization-and-data-analysis,UNKNOWN,UNKNOWN,,,,17,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,adjusted edge jaccard,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_ANHADMAHAJAN06_BIOHUB-TRACK-YOUR-CELLS-DEVELOPMENT,anhadmahajan06,Biohub - Track Your Cells Development,biohub-track-your-cells-development,https://www.kaggle.com/code/anhadmahajan06/biohub-track-your-cells-development,37,UNKNOWN,,,1d ago,108,2,0.933,KAGGLE_CODE_LIST_CARD_DYNAMIC,NvidiaTeslaT4,NOT_VERIFIED_OUTPUTS_EMPTY,false,biohub-deepcenter-unet3d-center-prior-v1 | competitions | datasets,/kaggle/working/dual_seed_frame_retention_guard_report.json | /kaggle/working/submission.csv | /kaggle/working/wheels | submission.csv,UNKNOWN_NOT_EXPOSED,FULL_NOTEBOOK_SOURCE_READ,false,e3e9c4b2720a3b671ba5014498564638e303d5075926c420dd992ab45befb9b2,219493,10,10,0,true,3D U-Net tracking | 3D cell tracking | 3D+time microscopy | GEFF | Most Votes | adjusted edge jaccard | biohub-cell-tracking-during-development | cell division tracking | division jaccard | graph optimization cell tracking | transformer cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=11 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission; all 10 code cells hashed and semantically scanned; OUTPUTS_CLEARED_OR_ABSENT_IN_GETKERNEL_SOURCE; UNKNOWN_NOT_EXPOSED_BY_CURRENT_GETKERNEL_RESPONSE; UNKNOWN_API_LAST_RUN_TIME_FIELD_ANOMALOUS_REQUEST_CADENCE_MINUS_3_DAYS
KAGGLE_CODE_ANUJSAHA0123456789_ZEBRAFISH-3D-T-CELL-TRACKING-BASELINE-SOLUTION,anujsaha0123456789,Zebrafish 3D+T Cell Tracking - Baseline Solution,zebrafish-3d-t-cell-tracking-baseline-solution,https://www.kaggle.com/code/anujsaha0123456789/zebrafish-3d-t-cell-tracking-baseline-solution,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,StarDist | graph optimization cell tracking | zebrafish cell tracking,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=3 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_ANVITHPOTHULA_BIOHUB-METRIC-HACK,anvithpothula,Biohub Metric Hack,biohub-metric-hack,https://www.kaggle.com/code/anvithpothula/biohub-metric-hack,UNKNOWN,UNKNOWN,,,1mo ago,14,0,0.95,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Public Score,false,HIGH_EXPLICIT_HACK_OR_ABOVE_CURRENT_LB_TOP,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_ARNAV170_BIOHUB-SDW60,arnav170,biohub-sdw60,biohub-sdw60,https://www.kaggle.com/code/arnav170/biohub-sdw60,UNKNOWN,UNKNOWN,,,8d ago,27,0,0.927,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D U-Net tracking | cell lineage reconstruction | division jaccard | zebrafish cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=4 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AVIKDAS567_3D-CELL-TRACKING-SCALE-SPACE-HUNGARIAN-ENGINE,avikdas567,3D Cell Tracking: Scale-Space & Hungarian Engine,3d-cell-tracking-scale-space-hungarian-engine,https://www.kaggle.com/code/avikdas567/3d-cell-tracking-scale-space-hungarian-engine,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D+time microscopy | graph optimization cell tracking,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=2 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_AYESHASUMMAIYYA_ZEBRAFISH-CELL-TRACKING,ayeshasummaiyya, Zebrafish cell tracking ,zebrafish-cell-tracking,https://www.kaggle.com/code/ayeshasummaiyya/zebrafish-cell-tracking,UNKNOWN,UNKNOWN,,,3d ago,,0,0.462,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,zebrafish cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BACKTRACKING_BIOHUB-MEDAL-V1,backtracking,Biohub medal v1,biohub-medal-v1,https://www.kaggle.com/code/backtracking/biohub-medal-v1,UNKNOWN,UNKNOWN,,,17d ago,,0,0.916,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,cell lineage reconstruction,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BEICICC_BIOHUB-CELL-TRACKING-EXP006-RULE-SAFE-DIV,beicicc,Biohub Cell Tracking Exp006 Rule Safe Div,biohub-cell-tracking-exp006-rule-safe-div,https://www.kaggle.com/code/beicicc/biohub-cell-tracking-exp006-rule-safe-div,UNKNOWN,UNKNOWN,,,2mo ago,,0,0.838,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D U-Net tracking | adjusted edge jaccard | division jaccard,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=3 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BEICICC_BIOHUB-EXP050-BORIS-MIN6,beicicc,Biohub Exp050 Boris Min6,biohub-exp050-boris-min6,https://www.kaggle.com/code/beicicc/biohub-exp050-boris-min6,UNKNOWN,UNKNOWN,,,2mo ago,,0,0.887,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,graph optimization cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BEICICC_BIOHUB-EXP073-GAP-5-8-PUBLIC,beicicc,Biohub Exp073 Gap 5.8 Public,biohub-exp073-gap-5-8-public,https://www.kaggle.com/code/beicicc/biohub-exp073-gap-5-8-public,UNKNOWN,UNKNOWN,,,2mo ago,51,0,0.902,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,transformer cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BENSPECTRCYDEGILBERT_NOTEBOOKF5391491C2,benspectrcydegilbert,notebookf5391491c2,notebookf5391491c2,https://www.kaggle.com/code/benspectrcydegilbert/notebookf5391491c2,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D+time microscopy | Trackastra | zebrafish cell tracking,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=3 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BIOHACK44_BIOHUB-STARTER-PACKAGE-PUBLIC-MAX-LB,biohack44,Biohub Starter Package Public Max LB,biohub-starter-package-public-max-lb,https://www.kaggle.com/code/biohack44/biohub-starter-package-public-max-lb,UNKNOWN,UNKNOWN,,,2mo ago,,0,0.663,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose | StarDist | Trackastra | Ultrack,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=4 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BORISTOWN_AGI-BIOHUB-CELL-TRACKING,boristown,【暗黑AGI】Biohub Cell Tracking,agi-biohub-cell-tracking,https://www.kaggle.com/code/boristown/agi-biohub-cell-tracking,UNKNOWN,UNKNOWN,,,2mo ago,72,0,0.885,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D U-Net tracking | 3D cell tracking | biohub cell tracking | transformer cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=4 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BORISTOWN_BIOHUB-CELL-TRACKING-BLEND-PREPROCESSINGS,boristown,Biohub Cell Tracking: Blend Preprocessings,biohub-cell-tracking-blend-preprocessings,https://www.kaggle.com/code/boristown/biohub-cell-tracking-blend-preprocessings,UNKNOWN,UNKNOWN,,,2mo ago,30,0,0.901,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,biohub cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
